avg_score,avg_time,avg_watch,avg_difficulty,hard_avg_score,speed,label
47.49080237694725,308.87794021587774,0.6802857225639665,2.197316968394073,45.93061597252289,0.15375265175543282,beginner
43.11989040672405,354.49988956347795,0.3232334448672798,2.2022300234864174,36.0391646287636,0.12163583593727145,beginner
40.41168988591605,343.03049787214337,0.6879639408647977,1.4246782213565523,38.59344021384504,0.11780786296435533,beginner
43.66809019706868,238.41718675496085,0.4216968971838151,1.8638900372842315,40.75579879508826,0.18315831501673424,beginner
52.23705789444759,159.32918050197418,0.3557975442608167,1.7327236865873834,47.67635805227723,0.32785618886554396,beginner
55.70351922786027,234.83970906062794,0.37986951286334386,2.184829137724085,55.23901510066029,0.23719804223347696,beginner
52.150897038028766,82.11754161499503,0.3682096494749166,2.8977710745066663,42.49457670728317,0.6350762092043166,beginner
56.167946962329225,93.20851876217051,0.42184550766934825,2.3684660530243136,51.76642202493321,0.602605295183872,beginner
42.44076469689558,71.69209717917425,0.498070764044508,2.818640804157564,39.85296488089541,0.591986653575314,beginner
53.25044568707964,236.82312720045567,0.42468443043576437,2.0934205586865593,51.40190113182437,0.22485323252237327,beginner
59.39169255529117,379.42964013182427,0.6100531293444458,2.789654700855298,53.41269276718032,0.1565288693172649,beginner
58.437484700462335,126.63417322250936,0.3353970008207678,1.0904545778210761,55.18418139282969,0.46146694224300433,beginner
47.77354579378964,341.77075311165595,0.40853961270955835,1.7135066533871786,44.96420069691583,0.13978242830562537,beginner
50.85392166316497,332.7469734563735,0.35636968998990504,1.1491012873595416,40.9850522971598,0.15283060619582894,beginner
55.44489538593315,61.877519822024816,0.37948627261366896,2.6309228569096685,48.37632194745698,0.8960426265533348,beginner
54.58014336081975,85.17518158959072,0.6085081386743783,1.7169314570885452,53.421452765568446,0.6407986733014491,beginner
57.26206851751187,172.50532844990073,0.5493192507310232,1.1271167005720473,54.15224530035525,0.33194376679293136,beginner
46.50366644053494,276.7695402607725,0.5918424713352256,2.774425485152653,41.78151718891545,0.16802306495403777,beginner
42.39188491876603,318.66691652974515,0.5852979148891979,2.1225543951389927,34.68221311922042,0.1330288232628914,beginner
49.87591192728782,205.3639462419069,0.5090931317527976,1.0508382534881904,48.79699765735477,0.24286595987270748,beginner
40.628583713734685,166.88103356595107,0.5545641645055122,2.0171413823294055,31.552918974473755,0.24345836579252936,beginner
44.9858445829775,316.88738710463656,0.46415316921425187,1.457596330983245,44.216045484689566,0.14196161290611142,beginner
45.79502905827536,376.09720179647485,0.3644885149016017,2.616240759128834,39.46099149317113,0.12176381222601428,beginner
57.429211803754356,123.43382002125219,0.6214688307596458,2.7851179969799555,52.03578938459785,0.4652631814673361,beginner
56.14880310328125,168.1211814904337,0.6584365199693972,1.2201038490553535,53.86945147786184,0.3339781614993955,beginner
48.54215577252513,352.64839830715675,0.6272059063689972,1.0139042610623814,43.43468274674947,0.13765029418975244,beginner
48.34822006297558,100.75422489345215,0.3888431241882921,1.675230342807256,38.91912302385039,0.47986295477042223,beginner
46.464058640415104,299.02644602436044,0.5075162486973464,1.727259204758588,36.7462378132055,0.15538444595174658,beginner
59.24894589884222,229.06449200341106,0.40071291833014566,1.6017566196335393,56.40054095506755,0.25865617748367536,beginner
40.737738947090655,230.9108678978129,0.5438257335919587,1.1029575024999787,37.95127430472454,0.17642192122857855,beginner
58.165317719333075,109.26425651101584,0.3958247562667889,1.978905520555126,48.30881317822707,0.532336187300821,beginner
44.84110543023001,318.95066921176397,0.5688542189623513,1.4752750879847993,37.55894194411141,0.14058946965387373,beginner
47.355662654385064,275.4001016587042,0.5529223322374317,2.071549368149517,46.45276495384098,0.1719522337470726,beginner
56.70604991178476,123.41629353595044,0.42831202598869433,1.0815502831095278,50.79712047990234,0.45946972062701447,beginner
53.55128723684565,234.11163982175555,0.30663513157114247,1.452991550395876,47.099559332751156,0.2287425233432124,beginner
43.48732858009983,191.49001774218272,0.5763750952409863,2.873459977473469,42.1121191386399,0.22709971565541373,beginner
46.82132702100517,374.39583021471134,0.3453894084962356,2.754678706761962,44.24191074385361,0.12505835600293336,beginner
53.199680920683576,248.7682759438172,0.6268888800804864,2.0593011567120127,50.78115801167906,0.21385235202859387,beginner
41.862055356117985,366.14213943553233,0.6588863031813307,2.266202914546536,38.47175744563098,0.1143327982423852,beginner
46.98419149225322,365.0174883838762,0.5903822715480957,2.7741728485302346,39.18543603367698,0.12871764501004285,beginner
52.84063292308576,114.95376279216867,0.3336559859980195,2.7971083770541583,46.77634232648985,0.45966858012833633,beginner
40.18394103233259,285.59060149673894,0.3405886171464128,1.0101231676924374,38.575860518157604,0.140704703942407,beginner
50.97467578733172,281.6668282308842,0.5767580790770772,1.4485386189211196,43.85288357385636,0.18097507650260977,beginner
44.744981749936,313.8070777401282,0.4301598792637071,2.2992657980944293,36.25274764499422,0.14258754796789666,beginner
53.15225784600687,91.84942106155144,0.5273234413341886,1.735431606118867,50.50023416918961,0.5786890895086614,beginner
44.87979286758167,193.65322638669855,0.6892042219009782,2.7840931103542266,38.56840660760904,0.2317533960315382,beginner
55.89622607083297,256.1473207729621,0.5010548372420768,1.9850353876377278,53.943796192852524,0.21821905418396692,beginner
54.44904230523011,68.26742858669431,0.4123089449763423,2.290944591814336,52.67793551115962,0.7975844913520372,beginner
58.80917168705828,371.0538926749525,0.6815714308010349,1.7403174005108888,58.65460552176961,0.15849226446082804,beginner
58.566371251754504,388.66263847484765,0.47127365932692566,2.9272399541785057,50.0362766970809,0.15068690801249895,beginner
